Customer_ID,Name,Email,Spending ($),Frequency (visits/month)
CUST53,Karen Lopez,brittanylewis@gmail.com,3.4385345814617865,23
CUST54,Adam Ware,marcusrich@gmail.com,3.0,19
CUST55,Sandra Miller,micheleblackburn@hotmail.com,3.0,14
CUST56,Heather Turner,nperez@brooks.com,5.422327069525063,17
CUST57,Robert Tran,nelsonsteve@leonard.com,7.04950522332021,27
CUST58,Angel Powell,heatherrobertson@gmail.com,3.2208525057113135,14
CUST59,Jeffrey Hopkins,angelajohnson@james.biz,4.6174979766657245,21
CUST60,Justin Hill,annettelopez@patrick.com,4.114320930039398,13
CUST61,Anna Shea,kevinsmith@rodriguez.com,3.0,21
CUST62,Christopher Pearson,joseph08@gmail.com,6.206607810318145,22
CUST63,Dylan Ross,wrightmelissa@yahoo.com,3.0,23
CUST64,Jason Briggs,alexander59@owen.info,6.276197208346948,23
CUST65,Krista Brewer,bryan32@yahoo.com,4.139537509198975,28
CUST66,Veronica Griffith,andersonrebecca@smith-delacruz.info,6.969179078759755,19
CUST67,Jacob Curry,carlsonwilliam@gmail.com,5.3450684126846655,18
CUST68,Colleen French,catherine58@valentine.com,3.0,27
CUST69,Matthew Petersen,ryanheather@hotmail.com,5.6253676120434575,26
CUST70,Jesus Cardenas,sanchezdanny@yahoo.com,4.234089430289824,14
CUST71,Julie Fox,thomas38@gmail.com,7.186069996365001,11
CUST72,John Hayes,colin96@scott.net,6.45486655623806,19
CUST73,Francisco Ochoa,regina59@yahoo.com,7.2875889733447154,10
CUST74,Scott Rodriguez,sandyvillanueva@gmail.com,4.309484305109111,17
CUST75,Tyler Hansen,perkinstyler@smith-simmons.net,3.1678500804926486,17
CUST76,Cheryl Tucker,kbennett@alvarez.info,4.970834533423155,15
CUST77,David Snyder,longbenjamin@yahoo.com,6.466156498642512,14
CUST78,Megan Fox DDS,adamsemma@owens.com,3.0828669077308843,27
CUST79,Kelsey Vega,robertoroberts@yahoo.com,5.617505970005064,16
CUST80,Elizabeth Banks,silvaeric@hotmail.com,5.752014365623095,13
CUST81,Teresa Rogers,swansonjacob@oliver-smith.info,7.7507185962429475,10
CUST82,Barbara Palmer,ramostammy@hotmail.com,3.0,11
CUST83,Roberta Wagner,pamela52@ritter.com,5.984921081083795,28
CUST84,Emily Thomas,phart@smith.org,4.016162052731152,12
CUST85,Catherine Ware,novakjesse@gmail.com,3.48964220082295,10
CUST86,Cassandra Stafford,sandralewis@gmail.com,8.884842375214982,22
CUST87,Alexis Hodges,tgriffin@cox-garcia.net,5.890644187212038,17
CUST88,David Miller,cbrewer@gmail.com,8.07386773360625,21
CUST89,James Pittman,mary49@hotmail.com,3.5058995981989836,17
CUST90,Steven Ray,fmorrow@hotmail.com,8.35317701505714,16
CUST91,Dr. Emily Foster,timothyhanson@moore-cooper.com,4.184777874712253,17
CUST92,Anthony Thomas,flemingsamuel@adams.com,6.590039697809109,24
CUST93,Rick Mclaughlin,seth35@smith.biz,3.1096792892942613,16
CUST94,Erica Prince,gwheeler@sanchez.info,3.0,21
CUST95,Kathy Becker,pedro24@gmail.com,4.946837166507431,27
CUST96,Zachary Young,kathleen28@gmail.com,8.097945418987187,13
CUST97,Stephen Larson,michael00@stephenson.biz,7.527626226062101,15
CUST98,David Richmond,carolinesharp@yahoo.com,5.282636245416146,20
CUST99,Alexander Brady,philip61@sullivan.com,4.353771126061713,19
CUST100,Leah Evans,ssosa@gmail.com,5.636874706826,28
CUST101,Dean Powers,warematthew@hotmail.com,3.0,27
CUST102,Travis Hernandez,kevinmcclain@gmail.com,5.280014082558574,21
CUST103,Mark Marsh,floreskyle@yahoo.com,5.094645477996541,26
CUST104,Stephanie Ali,coxcrystal@huang.biz,5.10349840698383,29
CUST105,Amanda Rivera,haneytimothy@yahoo.com,5.928907772209612,11
CUST106,Nicole Hernandez,andersongeorge@gmail.com,6.584083008575504,28
CUST107,Benjamin Hill,cindybrown@yahoo.com,3.0,21
CUST108,Peter Munoz,lindaking@hotmail.com,3.338204339403446,20
CUST109,Christopher Adkins,frank10@foster-robinson.com,3.6889061054526566,24
CUST110,Annette Martin MD,emartin@gmail.com,4.683322995828235,20
CUST111,Rodney Hamilton,nicolecarroll@hernandez-smith.net,4.859498208477861,20
CUST112,Crystal Wells,jacobstimothy@gmail.com,6.2683340845465825,19
CUST113,Trevor Rodriguez,mlee@fisher.org,5.644019259618312,28
CUST114,Candace Thomas,gwendolynwilson@stevens.biz,7.396490670832513,12
CUST115,Melissa Dixon,dudleykrista@gmail.com,4.399701995090274,13
CUST116,Erica Hutchinson,camposlisa@yahoo.com,3.6416765535141544,12
CUST117,Jeffrey Singh,jackbates@matthews-forbes.biz,4.720184054984218,24
CUST118,Dennis Hill,harrisonsandra@yahoo.com,5.059573361563605,15
CUST119,Brittney Hart,brandy11@dixon.net,5.198848523104348,18
CUST120,Valerie Cain,christine03@cochran.info,4.4880927842073435,17
CUST121,Amanda Sanchez,lewiswhitney@gmail.com,7.17163374951323,11
CUST122,Lydia Gillespie,amy61@hotmail.com,6.970621072107781,28
CUST123,Douglas Guzman,angelacox@yahoo.com,7.175139814053029,24
CUST124,Aaron Butler,jamesbeltran@smith.com,3.026647458784236,17
CUST125,Jeremy Baker,wgraham@jennings.info,6.449298460158816,28
CUST126,Haley Riddle,daviscory@yahoo.com,8.211545458785341,14
CUST127,Scott Hubbard,zavalajulie@hotmail.com,7.238825826966803,21
CUST128,James Cortez,juliegray@yahoo.com,3.9726958948607853,21
CUST129,Phillip Jones,jonathan43@yahoo.com,4.336383846957065,18
CUST130,Danielle Haynes,jeffersonvalerie@yahoo.com,3.0,27
CUST131,Ryan White,glang@baker-odonnell.net,7.571791745654521,19
CUST132,Christopher Baldwin,seth78@davis.net,3.0466630682679137,14
CUST133,Suzanne Hudson,guzmansally@yahoo.com,4.0416646390597615,24
CUST134,Matthew Jones,hmedina@smith.net,6.1177853247633385,29
CUST135,Nicholas Wright,pmiller@willis.com,5.289031876925379,28
CUST136,Tamara Wallace,scottacevedo@harper.org,5.729022271074667,19
CUST137,Kevin Fox,michaelcook@harrington.biz,3.847398346588144,26
CUST138,Paige Bruce,kenneth76@hotmail.com,3.0,15
CUST139,Brandon Powell,allenkyle@gmail.com,5.432287489107469,18
CUST140,Christine Sharp,patrickrivera@gutierrez.org,3.23915426241542,26
CUST141,Terry Abbott,pray@gmail.com,6.040892051880554,27
CUST142,Michelle Brown,simpsonsean@gmail.com,3.216707106047565,23
CUST143,David Ellis,jessicahampton@hotmail.com,4.701062753660232,15
CUST144,Sandra Morales,mariacollins@hotmail.com,8.431950864631048,20
CUST145,Kenneth Watkins,nguyenmegan@yahoo.com,5.436678509676682,28
CUST146,Crystal Robinson,kristopher75@yahoo.com,3.4002310470373307,25
CUST147,Lisa Mclaughlin,davidwilliams@yahoo.com,5.998193234578658,11
CUST148,Dawn Davis,melissa50@yahoo.com,4.7163025238410174,16
CUST149,Joel Webb,beckykeller@hotmail.com,3.4227508226418335,15
CUST150,Danielle Brown,franklinjanice@yahoo.com,5.048695435447263,24
CUST151,Joe Nguyen,stephen82@blanchard.com,7.4803603715089775,22
CUST152,Krystal Green,chrispalmer@yahoo.com,6.207969507797742,16
CUST153,Jeffrey Castillo,woodsteven@hotmail.com,4.636026744235337,29
CUST154,Thomas Welch,reedmichael@yahoo.com,3.0,12
CUST155,Terry Hopkins,igross@price-moses.com,6.468667767501682,24
CUST156,Michael Benson,youngkenneth@hamilton-jimenez.com,5.955956196253764,29
CUST157,Ashley Bryan,bryanguerra@gmail.com,3.0,12
CUST158,Mark Rodriguez,dgutierrez@perez-crawford.info,3.0,24
CUST159,James Contreras,dominic31@yahoo.com,8.145436536198734,12
CUST160,Zachary Owens,monica65@cox.com,5.6401200166852465,24
CUST161,Susan Spencer,sara27@gaines.com,3.0,10
CUST162,Carla Curtis,wilsonkelly@sparks.info,7.273722437967416,29
CUST163,Christopher Miller Jr.,wilkinsonjimmy@yahoo.com,7.433067345124685,20
CUST164,Stephanie Wilkinson,schaefermitchell@gmail.com,3.5804036012454414,13
CUST165,Charles Bennett,cunninghamdawn@kelly.com,3.154719264371555,28
CUST166,Gary Murillo,rosejennifer@dickerson.net,5.159027434741528,19
CUST167,Carla Davis,robertcain@frank.com,5.320206382309976,13
CUST168,Jamie Romero,bartonnicholas@hotmail.com,4.683609694379213,25
CUST169,Rodney Hill,destiny35@hotmail.com,3.0,10
CUST170,Michael Taylor,joshua88@williams.com,4.296590106902391,22
CUST171,Sherry Schaefer,bharris@gmail.com,4.151350168233116,28
CUST172,Julia Powers,howardnorma@gmail.com,3.0,23
CUST173,Jessica Adams,ojones@watson.com,6.983114605764109,22
CUST174,Michael Mckay,mitchelljones@hotmail.com,3.0,13
CUST175,Ronald Simpson,kjones@nelson.net,7.611987694966752,19
CUST176,Ricardo Richardson,mullinsrobert@hotmail.com,5.306742650776275,17
CUST177,Nicole Murphy,ystevens@gmail.com,3.7160050255504196,18
CUST178,Cynthia Rice,vincentcole@mayo.com,5.775179726725691,23
CUST179,Patricia Barrera,abailey@thornton-morgan.com,4.734068582933517,17
CUST180,Andrew Hart,yowens@pearson.com,7.64840982895273,10
CUST181,William Long,qdaniel@gmail.com,9.242018440539779,20
CUST182,Wendy Warren,wigginsgary@yahoo.com,5.78500781904095,25
CUST183,Karen Williams,hartkevin@gmail.com,4.642458123370013,10
CUST184,Alicia Moody,jonesrussell@yahoo.com,8.205667215322565,28
CUST185,Rose Paul,jaredcalhoun@mcgee.net,4.590489953353237,29
CUST186,Robert Hall,ramirezamber@mcdonald-neal.info,3.946397669114427,27
CUST187,Christina Martinez,wdiaz@taylor.info,7.461120256584619,16
CUST188,Melissa Wolfe,heather03@hotmail.com,6.679144621143353,18
CUST189,Jason Jimenez,shepherdthomas@hotmail.com,3.9718164362027117,15
CUST190,Mary Watson,jacob85@roberts-cox.com,5.629853852703427,29
CUST191,Lisa Paul,onealtammy@gmail.com,4.3122285005051255,15
CUST192,Julie Glenn,kimberlymaddox@yahoo.com,6.208459307756429,10
CUST193,James Perry,cwebb@moreno.net,6.008698231439283,15
CUST194,David Wiley,stefanie07@yahoo.com,3.0,25
CUST195,Matthew Hoffman,martinezrobert@yahoo.com,5.082778378474247,13
CUST196,Mitchell Carlson,camposjanet@yahoo.com,3.0,12
CUST197,Joshua Thomas,fishermelinda@curry.biz,3.0,18
CUST198,Shirley Salazar DVM,masonrocha@yahoo.com,4.012803191573624,17
CUST199,Randall Lang,kevinlee@yahoo.com,3.8062549124507914,16
CUST200,Dominique Morgan,emilypreston@kelley.org,3.0,21
CUST201,Stephen Wolfe,twilliams@green-smith.net,3.0,10
CUST202,Harold Alexander,dana70@jackson.org,3.0,21
CUST203,Kimberly Nguyen,hannahscott@sullivan.com,3.5176984869213257,25
CUST204,Michelle Duncan,mary12@yahoo.com,6.052364163516107,23
CUST205,Shawn Franco,hharris@weeks-mcdaniel.net,7.953326169762018,20
CUST206,Sarah Hughes,mpowers@brown.com,7.115536705296137,29
CUST207,Mr. Jordan Castaneda,youngjaime@butler.info,5.867896781909552,28
CUST208,Erica Allen,paulreyes@velasquez.com,5.75485131562082,28
CUST209,Kevin King,kellydana@freeman.com,4.788220427645212,22
CUST210,Danielle Cantu,nealheather@hotmail.com,4.80016636995781,21
CUST211,Jerome Berry,larry55@burgess.com,7.769085139701913,19
CUST212,David West,josephcollins@herrera-krause.biz,6.237019204296763,24
CUST213,Diane Ray,mitchellzachary@hotmail.com,5.398573820242975,22
CUST214,Dawn Fisher,stephensonheidi@gmail.com,3.0,22
CUST215,Chelsea Lucas,stephaniecrane@gmail.com,6.456878393891674,24
CUST216,Billy Norton,hroman@jones-carlson.org,6.482673405301689,26
CUST217,Taylor Mcdowell,cody37@larson.com,3.760215982683275,20
CUST218,Cameron Swanson,kevin98@burch-cruz.com,5.452749793032296,19
CUST219,Mary Collins,ilam@hicks.com,4.732758491194391,13
CUST220,Maria Morris,brooke13@small-reynolds.com,3.9235180266811494,26
CUST221,Caleb White,joanna47@hotmail.com,5.820468482775006,23
CUST222,Cynthia Hanson,amandareyes@yahoo.com,3.0,11
CUST223,Alyssa Martin,thomasmichelle@yahoo.com,9.077752735716455,16
CUST224,Thomas Owens,karenwest@phillips.biz,6.062452521978485,25
CUST225,Ralph Wong,frenchjessica@hotmail.com,4.7804534313527105,26
CUST226,Michael Cruz,timothy94@day.com,6.917765595562019,13
CUST227,Nathaniel Mccoy,rhodessamantha@bell.info,6.567472113189927,12
CUST228,Crystal Dawson,ualvarado@gmail.com,3.5104163755602826,14
CUST229,Chelsea Salas,bkirk@gmail.com,3.9897723996958017,15
CUST230,Timothy Baird,lawrenceduncan@ross.com,3.0,15
CUST231,Jasmine Randall,michaelcastaneda@flores.biz,3.0,15
CUST232,James Lyons,andrea25@roberson.biz,6.333728398726338,28
CUST233,Brenda Mccullough,vproctor@howard.biz,5.366531737645991,20
CUST234,Melissa Washington,andrea37@hughes.net,4.013512269400023,28
CUST235,Richard Wolfe,crystalrandall@buck.info,5.694059514999774,23
CUST236,Jennifer Gonzalez,trice@stark.com,3.936215764021691,24
CUST237,Jerome West,christopherjones@daniels.net,3.0,14
CUST238,Rose Moore,christopherscott@yahoo.com,3.106504024138996,21
CUST239,Sharon Rosario,haley75@olsen-wu.info,9.590088369506844,22
CUST240,Evelyn Lewis,xbaker@hotmail.com,4.696100093265901,27
CUST241,Meredith Howell,floreshector@evans-jacobs.com,4.811239639293416,12
CUST242,Casey Taylor,stanleyjennifer@valenzuela.com,6.046556726644177,21
CUST243,Isaac Clark,figueroaaustin@yahoo.com,6.957654985586715,14
CUST244,James Baker,audrey44@higgins.org,4.548175982244818,22
CUST245,Wendy Kim,sherrygamble@hotmail.com,7.218865441037302,22
CUST246,Lindsay Andrews,whitegary@hotmail.com,4.559651767574769,15
CUST247,Steven Case,dominique92@yahoo.com,4.978848750005734,25
CUST248,Sandra Pittman,michaelchoi@hotmail.com,4.036053138151343,12
CUST249,Nicole Beck,vincentgarcia@rose.com,6.537716012195963,16
CUST250,Jessica Deleon,sabrinarichmond@gmail.com,3.0,19
CUST251,Sarah Newton,hollyfoster@schmidt-hill.com,5.457896330579305,13
CUST252,Catherine Dixon,christineanderson@yahoo.com,6.18446639720128,21
CUST253,Jonathan Hernandez,john89@silva.com,7.050421551470218,15
CUST254,Brian Ortega,nathankhan@reed.info,6.092595679153273,27
CUST255,Emily Thomas,chelseamartinez@gmail.com,3.1601030843081133,16
CUST256,Joel Kim,angelacole@yahoo.com,6.154188055677859,11
CUST257,Jennifer Smith,stephenjohnson@yahoo.com,6.480162622722942,17
CUST258,Luis Booth,christopherrobinson@yahoo.com,6.29812266711657,27
CUST259,Theresa Sanders,debra52@yahoo.com,4.5211776545450535,22
CUST260,April Rangel,umartinez@parsons.com,4.694941957041038,12
CUST261,Beverly Yoder,kjenkins@kennedy.com,6.991573939656287,22
CUST262,Joel Hughes,danielmedina@waters.org,5.0041899986851295,16
CUST263,Timothy Barnett,cohenhector@gmail.com,3.0919534423184327,10
CUST264,Terry Wilson,pdurham@davis-burton.com,4.181168698467788,27
CUST265,Leroy Chase,brettkeller@green.com,7.98298053233019,25
CUST266,Karen Allen,jennifer30@haas.biz,3.0,20
CUST267,Tammy Smith,michaelstewart@gmail.com,7.600559222692993,26
CUST268,Joshua Montgomery,whitemichael@keller.net,5.048259450015112,14
CUST269,Tricia Byrd,zalexander@dillon.info,3.0,15
CUST270,Julia Webster,william59@hotmail.com,6.584292054520036,23
CUST271,Stacy Moore MD,tracy34@clark.com,3.5767937440464728,23
CUST272,Melissa Walker,andrewmiller@yahoo.com,5.187573431342667,28
CUST273,Ryan Rodgers,lisa27@hinton-olson.com,3.0,14
CUST274,Bryan Brown,rollinsshane@gmail.com,7.690678186661226,27
CUST275,John Griffin,prodriguez@yahoo.com,4.411798732868599,20
CUST276,Rebecca Allison,samuelkelley@eaton.com,3.7730997933943566,21
CUST277,Elizabeth Wright,dylan42@yahoo.com,5.382695066282969,28
CUST278,Renee Dennis,leonardford@yahoo.com,6.770682966878479,26
CUST279,Erika Bailey,lmcintyre@hotmail.com,4.6223313904361545,26
CUST280,Ricardo Campbell,isabel34@rodriguez.com,6.707480745163698,11
CUST281,Heather Anderson,martinezchristopher@sparks.org,4.948473352284048,15
CUST282,Michelle Beasley,mark21@gonzales.com,5.1762850966905996,28
CUST283,Amber Smith,kellyharris@huber-barnett.com,3.398594331661811,15
CUST284,James Johnson,ryan20@french.com,7.113334443854249,10
CUST285,Claire Reed,leemaria@barnes-jenkins.net,6.3407546485799795,23
CUST286,John Carter,michaeljohnson@reid.org,6.098020970184198,11
CUST287,Vincent Aguilar,emily49@gmail.com,7.133757201207654,21
CUST288,Michael Green,osbornejoseph@yahoo.com,3.0,26
CUST289,Chad Bailey,veronica24@gmail.com,5.14234159273343,13
CUST290,Veronica Mendez,rholden@hotmail.com,7.217450202784079,13
CUST291,Whitney Zhang,nprice@morrison.com,4.929805555594526,16
CUST292,Matthew Fernandez,newtoncameron@burgess-hernandez.info,5.2953071153779785,22
CUST293,Jessica Buck,gstephenson@valdez.info,5.2381917080969815,26
CUST294,Matthew Mcdonald,caldwellbrian@meyer.com,5.945819139390361,23
CUST295,Debra Williams,peterschneider@gmail.com,3.0,26
CUST296,Joshua Moore,gary18@hotmail.com,5.238112081992158,25
CUST297,Ronald Marquez,michael88@cox.info,5.79392589284496,25
CUST298,Sarah Murray MD,petersenmonique@gmail.com,5.785430158226468,15
CUST299,Connor Grant,mark53@bartlett.com,8.20042532988668,11
CUST300,Samuel Arnold,ltownsend@black-rios.com,3.8303174172894945,26
CUST301,Donald Morales,millerlaura@gomez.info,8.295629971253131,11
CUST302,Erica Coleman,rphillips@harris.com,4.274452340430773,27
CUST303,Adam Morgan,mckenziechristopher@yahoo.com,3.0,29
CUST304,Joshua Washington,tamara38@yahoo.com,8.01106370038293,21
CUST305,Alexandra Coleman,ianlewis@dalton.info,7.1053827203786835,13
CUST306,Ryan Torres,steven73@yahoo.com,5.2721940252579325,18
CUST307,Brooke Hawkins,cherylsimpson@yahoo.com,3.8290334483035577,20
CUST308,Lisa Martinez,thomasadams@gmail.com,4.582603657838489,26
CUST309,Dalton Mcclain,salazartammy@callahan.com,5.510850588412162,22
CUST310,Katherine Edwards,alexandrahendricks@gmail.com,7.775331918922779,28
CUST311,Jessica Martinez,nbowman@yahoo.com,3.0,17
CUST312,Nicole English,nbrown@kim.com,4.579379087392175,14
CUST313,James Chandler,deborahlarson@flores.com,4.47329225008937,19
CUST314,Nicholas Bailey,susan80@barron-koch.com,4.0308084697104585,24
CUST315,Jerome Young,devin41@rivera-ochoa.biz,3.704412905693056,28
CUST316,Stephanie Mcdowell,kathleennunez@gmail.com,8.214468135170259,18
CUST317,Karen Wiggins,hallmichael@hotmail.com,3.39612691688802,25
CUST318,Dominique Reed,spencerbrian@wright.com,5.269493812272708,25
CUST319,Terri Robbins,brian55@gmail.com,3.0,17
CUST320,Tiffany Kim,josephsmith@yahoo.com,6.7360617138214485,12
CUST321,Lisa Harrison,campbellamanda@yahoo.com,4.014055005647333,12
CUST322,Sarah Smith,timothy09@fox.com,3.0,19
CUST323,Julia Wong,mcgeedevin@bradley.net,6.946757665882799,21
CUST324,Adam Blankenship,jonesjoseph@yahoo.com,3.890859500314467,24
CUST325,Wendy Shelton,jasmin09@stanley-haynes.info,7.620757696530209,24
CUST326,Robert Compton,sjones@yahoo.com,7.1781632547206815,28
CUST327,Matthew Gonzalez,burkekimberly@kennedy.net,4.777480731129518,23
CUST328,Angela Lee,moorecolleen@gmail.com,5.792247609697058,20
CUST329,Richard Nelson,colleen91@huynh.org,5.189249691253981,15
CUST330,Thomas Campbell,frank64@hotmail.com,3.0,21
CUST331,Brenda Kramer,yeseniadunn@brown.org,7.846760584884702,27
CUST332,Michael Simpson,lisamichael@hanna-baird.com,4.488240290657822,11
CUST333,Kristen Schneider,murraykathryn@robertson-landry.biz,5.04722705554724,25
CUST334,Taylor Coleman,kevinbishop@good-chen.info,5.075784871474071,13
CUST335,Karen Henderson,nlowery@hotmail.com,4.547914246280424,13
CUST336,Douglas Wilson,emiller@yahoo.com,6.279254654202755,26
CUST337,Robert Williams,jenniferanderson@luna.com,4.805431929009346,29
CUST338,Zachary Kirk,rtyler@gmail.com,3.9740023033109617,19
CUST339,Victoria Griffin,vramirez@henry-smith.com,4.1710712156203185,27
CUST340,Leslie Schwartz,robert56@mora.com,8.325332426686796,28
CUST341,Sarah Martinez,amyhernandez@romero-cameron.org,5.11851614545827,20
CUST342,Cameron Vaughn,mary28@garcia-webb.com,8.249770692539862,23
CUST343,Robert Petty,maryarnold@hubbard.com,3.0874953457504195,13
CUST344,Amanda Allen,taylorangela@howard-graham.com,3.7088103286204674,25
CUST345,Donald Kelly,zbaker@gmail.com,4.033567037695737,12
CUST346,Mark Drake,wspencer@yahoo.com,4.83574118276212,20
CUST347,James Martinez,timothy08@jackson.com,3.570939028578224,14
CUST348,Scott Duke,john38@hubbard.biz,4.743406029035346,11
CUST349,Maria Rodriguez,megan48@yahoo.com,5.4024815671706765,21
CUST350,Elizabeth Davis,jameslucas@stevenson-schmitt.com,7.010272539845252,22
CUST351,Michelle Barber,stephaniemoore@hotmail.com,3.0,11
CUST352,Michelle Wilson,jessica61@miller.biz,6.857848857357862,14
CUST353,Andrew Jimenez,rickyhernandez@gmail.com,6.47745600890605,28
CUST354,Terrence Sandoval,zarmstrong@brown-henry.net,3.0515773427958557,14
CUST355,Christopher Martin,sarah68@sanchez-frank.org,3.423090222206044,12
CUST356,Elizabeth Wilson,jessephillips@yahoo.com,5.717009914395066,28
CUST357,Kevin Shepherd,leslieross@yahoo.com,3.739961492515631,28
CUST358,Justin Lee,jordansherry@yahoo.com,7.741969855640251,20
CUST359,Andrea Brown,lindaedwards@hotmail.com,4.986781421961414,21
CUST360,Jonathan Maldonado,raymond21@harvey.info,3.0,28
CUST361,Christopher Christensen,janeking@gmail.com,3.0,29
CUST362,Alison Buchanan,gregorystone@gmail.com,3.0,19
CUST363,Andrew Snyder,justinholt@yahoo.com,4.790291570658702,26
CUST364,Alan Hardy,connorvega@robinson.com,4.88533845758378,21
CUST365,Chad Mckee,wsmith@lee.org,6.025529819536551,12
CUST366,Jonathan Blankenship,jennifermiller@hotmail.com,7.525718468519558,17
CUST367,Hannah Archer,kschultz@campbell.net,5.0242516496794725,17
CUST368,Michaela Bond,alan58@brooks.biz,7.534513152307644,22
CUST369,Elizabeth Miller,christopher55@hotmail.com,3.5419106345854683,22
CUST370,Brian Franklin,grogers@gmail.com,3.0,19
CUST371,Alexandra Boyd,spoole@gmail.com,6.586405935978019,24
CUST372,Carla Smith,cookjoyce@yahoo.com,6.4493662152592455,25
CUST373,Amanda Webb,gonzalezjordan@hotmail.com,5.5063800142219215,22
CUST374,Theresa Jimenez,greg98@glover.net,6.3625408570435384,20
CUST375,Christopher Smith,allen72@gmail.com,3.0,21
CUST376,Grace Velasquez,ppatterson@yahoo.com,4.0611215353500665,23
CUST377,Kelsey Doyle,flemingdennis@smith.info,7.237685719579149,29
CUST378,Robert Brown,wburns@simpson-ford.com,4.483874592514231,12
CUST379,Barbara Rollins,cunninghamdebra@collins.com,6.300867519512539,24
CUST380,Jennifer George,alexandermatthew@yahoo.com,10.20533665081252,20
CUST381,Derek Vang,brandonlee@hotmail.com,7.044544560110468,12
CUST382,Victoria Edwards,wpeterson@noble-preston.org,4.279722395484206,27
CUST383,Ann Jones,marilynnichols@singleton.net,3.0,17
CUST384,Jesse Jackson,zhamilton@gmail.com,6.431746228704546,17
CUST385,Teresa Walker,sarah00@ramsey.com,3.0,22
CUST386,William Smith,owatson@gmail.com,3.4203609393778853,15
CUST387,William Le,teresa88@gmail.com,3.519431604453866,19
CUST388,Rhonda Booker,william30@chavez.com,4.758561278111249,24
CUST389,Sandra Brooks,jordanmark@gmail.com,5.549988961417957,14
CUST390,Alfred Turner,meagan95@gmail.com,3.2744028419624436,10
